uid	index	classes
monkey-file0111	2204	cat
monkey-file0112	2205	monkey
monkey-file0113	2206	monkey
monkey-file0114	2207	monkey
monkey-file0115	2208	monkey
monkey-file0116	2209	monkey
monkey-file0117	2210	monkey
monkey-file0118	2211	cat
monkey-file0119	2212	monkey
monkey-file0120	2213	monkey
monkey-file0121	2214	monkey
monkey-file0122	2215	monkey
monkey-file0123	2216	monkey
monkey-file0124	2217	monkey
monkey-file0125	2218	horse
monkey-file0126	2219	monkey
monkey-file0127	2220	cat
monkey-file0128	2221	monkey
monkey-file0129	2222	monkey
monkey-file0130	2223	monkey
monkey-file0131	2224	dog
monkey-file0132	2225	monkey
monkey-file0133	2226	deer
monkey-file0134	2227	monkey
monkey-file0135	2228	monkey
monkey-file0136	2229	monkey
monkey-file0137	2230	monkey
monkey-file0138	2231	monkey
monkey-file0139	2232	monkey
monkey-file0140	2233	monkey
monkey-file0141	2234	monkey
monkey-file0142	2235	dog
monkey-file0143	2236	monkey
monkey-file0144	2237	monkey
monkey-file0145	2238	monkey
monkey-file0146	2239	dog
monkey-file0147	2240	monkey
monkey-file0148	2241	monkey
monkey-file0149	2242	monkey
monkey-file0150	2243	monkey
monkey-file0151	2244	monkey
monkey-file0152	2245	monkey
monkey-file0153	2246	horse
monkey-file0154	2247	cat
monkey-file0155	2248	dog
monkey-file0156	2249	monkey
monkey-file0157	2250	monkey
monkey-file0158	2251	deer
monkey-file0159	2252	monkey
monkey-file0160	2253	cat
monkey-file0161	2254	bird
monkey-file0162	2255	bird
monkey-file0163	2256	monkey
monkey-file0164	2257	monkey
monkey-file0165	2258	monkey
monkey-file0166	2259	cat
monkey-file0167	2260	monkey
monkey-file0168	2261	monkey
monkey-file0169	2262	monkey
monkey-file0170	2263	deer
monkey-file0171	2264	horse
monkey-file0172	2265	horse
monkey-file0173	2266	deer
monkey-file0174	2267	monkey
monkey-file0175	2268	monkey
monkey-file0176	2269	monkey
monkey-file0177	2270	monkey
monkey-file0178	2271	cat
monkey-file0179	2272	horse
monkey-file0180	2273	monkey
monkey-file0181	2274	bird
monkey-file0182	2275	monkey
monkey-file0183	2276	dog
monkey-file0184	2277	dog
monkey-file0185	2278	monkey
monkey-file0186	2279	monkey
monkey-file0187	2280	monkey
monkey-file0188	2281	dog
monkey-file0189	2282	monkey
monkey-file0190	2283	monkey
monkey-file0191	2284	monkey
monkey-file0192	2285	monkey
monkey-file0193	2286	monkey
monkey-file0194	2287	cat
monkey-file0195	2288	monkey
monkey-file0196	2289	dog
monkey-file0197	2290	monkey
monkey-file0198	2291	monkey
monkey-file0199	2292	monkey
monkey-file0200	2293	monkey
monkey-file0201	2294	monkey
monkey-file0202	2295	dog
monkey-file0203	2296	monkey
monkey-file0204	2297	monkey
monkey-file0205	2298	monkey
monkey-file0206	2299	monkey
monkey-file0207	2300	monkey
monkey-file0208	2301	monkey
monkey-file0209	2302	monkey
monkey-file0210	2303	deer
monkey-file0211	2304	horse
monkey-file0212	2305	monkey
monkey-file0213	2306	cat
monkey-file0214	2307	monkey
monkey-file0215	2308	monkey
monkey-file0216	2309	monkey
monkey-file0217	2310	deer
monkey-file0218	2311	monkey
monkey-file0219	2312	monkey
monkey-file0220	2313	monkey
monkey-file0221	2314	cat
monkey-file0222	2315	monkey
monkey-file0223	2316	monkey
monkey-file0224	2317	bird
monkey-file0225	2318	monkey
monkey-file0226	2319	monkey
monkey-file0227	2320	monkey
monkey-file0228	2321	cat
monkey-file0229	2322	dog
monkey-file0230	2323	deer
monkey-file0231	2324	monkey
monkey-file0232	2325	monkey
monkey-file0233	2326	cat
monkey-file0234	2327	monkey
monkey-file0235	2328	deer
monkey-file0236	2329	monkey
monkey-file0237	2330	dog
monkey-file0238	2331	monkey
monkey-file0239	2332	monkey
monkey-file0240	2333	monkey
monkey-file0241	2334	cat
monkey-file0242	2335	monkey
monkey-file0243	2336	monkey
monkey-file0244	2337	deer
monkey-file0245	2338	dog
monkey-file0246	2339	dog
monkey-file0247	2340	monkey
monkey-file0248	2341	monkey
monkey-file0249	2342	monkey
monkey-file0250	2343	monkey
monkey-file0251	2344	horse
monkey-file0252	2345	dog
monkey-file0253	2346	monkey
monkey-file0254	2347	monkey
monkey-file0255	2348	monkey
monkey-file0256	2349	monkey
monkey-file0257	2350	dog
monkey-file0258	2351	monkey
monkey-file0259	2352	dog
monkey-file0260	2353	monkey
monkey-file0261	2354	monkey
monkey-file0262	2355	monkey
monkey-file0263	2356	cat
monkey-file0264	2357	monkey
monkey-file0265	2358	monkey
monkey-file0266	2359	monkey
monkey-file0267	2360	dog
monkey-file0268	2361	monkey
monkey-file0269	2362	monkey
monkey-file0270	2363	monkey
monkey-file0271	2364	monkey
monkey-file0272	2365	monkey
monkey-file0273	2366	monkey
monkey-file0274	2367	dog
monkey-file0275	2368	dog
monkey-file0276	2369	monkey
monkey-file0277	2370	bird
monkey-file0278	2371	monkey
monkey-file0279	2372	dog
monkey-file0280	2373	dog
monkey-file0281	2374	monkey
monkey-file0282	2375	monkey
monkey-file0283	2376	deer
monkey-file0284	2377	cat
monkey-file0285	2378	monkey
monkey-file0286	2379	bird
monkey-file0287	2380	cat
monkey-file0288	2381	dog
monkey-file0289	2382	monkey
monkey-file0290	2383	dog
monkey-file0291	2384	monkey
monkey-file0292	2385	deer
monkey-file0293	2386	monkey
monkey-file0294	2387	bird
ship-file0000	2388	ship
ship-file0001	2389	ship
ship-file0002	2390	truck
ship-file0003	2391	ship
ship-file0004	2392	ship
ship-file0005	2393	ship
ship-file0006	2394	airplane
ship-file0007	2395	ship
ship-file0008	2396	ship
ship-file0009	2397	airplane
ship-file0010	2398	ship
ship-file0011	2399	ship
ship-file0012	2400	truck
ship-file0013	2401	ship
ship-file0014	2402	ship
ship-file0015	2403	airplane
ship-file0016	2404	ship
ship-file0017	2405	ship
ship-file0018	2406	truck
ship-file0019	2407	ship
ship-file0020	2408	ship
ship-file0021	2409	airplane
ship-file0022	2410	ship
ship-file0023	2411	ship
ship-file0024	2412	ship
ship-file0025	2413	deer
ship-file0026	2414	airplane
ship-file0027	2415	ship
ship-file0028	2416	truck
ship-file0029	2417	ship
ship-file0030	2418	ship
ship-file0031	2419	ship
ship-file0032	2420	ship
ship-file0033	2421	ship
ship-file0034	2422	ship
ship-file0035	2423	ship
ship-file0036	2424	ship
ship-file0037	2425	ship
ship-file0038	2426	ship
ship-file0039	2427	truck
ship-file0040	2428	bird
ship-file0041	2429	ship
ship-file0042	2430	ship
ship-file0043	2431	ship
ship-file0044	2432	ship
ship-file0045	2433	ship
ship-file0046	2434	truck
ship-file0047	2435	ship
ship-file0048	2436	ship
ship-file0049	2437	truck
ship-file0050	2438	ship
ship-file0051	2439	truck
ship-file0052	2440	ship
ship-file0053	2441	ship
ship-file0054	2442	car
ship-file0055	2443	ship
ship-file0056	2444	car
ship-file0057	2445	ship
ship-file0058	2446	ship
ship-file0059	2447	ship
ship-file0060	2448	ship
ship-file0061	2449	ship
ship-file0062	2450	ship
ship-file0063	2451	ship
ship-file0064	2452	ship
ship-file0065	2453	ship
ship-file0066	2454	ship
ship-file0067	2455	ship
ship-file0068	2456	truck
ship-file0069	2457	ship
ship-file0070	2458	ship
ship-file0071	2459	ship
ship-file0072	2460	ship
ship-file0073	2461	ship
ship-file0074	2462	truck
ship-file0075	2463	ship
ship-file0076	2464	ship
ship-file0077	2465	airplane
ship-file0078	2466	ship
ship-file0079	2467	ship
ship-file0080	2468	ship
ship-file0081	2469	ship
ship-file0082	2470	ship
ship-file0083	2471	ship
ship-file0084	2472	ship
ship-file0085	2473	ship
ship-file0086	2474	ship
ship-file0087	2475	ship
ship-file0088	2476	ship
ship-file0089	2477	ship
ship-file0090	2478	ship
ship-file0091	2479	airplane
ship-file0092	2480	ship
ship-file0093	2481	ship
ship-file0094	2482	ship
ship-file0095	2483	ship
ship-file0096	2484	ship
ship-file0097	2485	ship
ship-file0098	2486	ship
ship-file0099	2487	ship
ship-file0100	2488	truck
ship-file0101	2489	truck
ship-file0102	2490	ship
ship-file0103	2491	ship
ship-file0104	2492	truck
ship-file0105	2493	ship
ship-file0106	2494	ship
ship-file0107	2495	ship
ship-file0108	2496	bird
ship-file0109	2497	car
ship-file0110	2498	ship
ship-file0111	2499	ship
ship-file0112	2500	ship
ship-file0113	2501	ship
ship-file0114	2502	car
ship-file0115	2503	truck
ship-file0116	2504	ship
ship-file0117	2505	ship
ship-file0118	2506	ship
ship-file0119	2507	cat
ship-file0120	2508	ship
ship-file0121	2509	ship
ship-file0122	2510	ship
ship-file0123	2511	truck
ship-file0124	2512	ship
ship-file0125	2513	ship
ship-file0126	2514	airplane
ship-file0127	2515	ship
ship-file0128	2516	ship
ship-file0129	2517	ship
ship-file0130	2518	ship
ship-file0131	2519	ship
ship-file0132	2520	ship
ship-file0133	2521	ship
ship-file0134	2522	airplane
ship-file0135	2523	ship
ship-file0136	2524	ship
ship-file0137	2525	ship
ship-file0138	2526	ship
ship-file0139	2527	ship
ship-file0140	2528	truck
ship-file0141	2529	ship
ship-file0142	2530	truck
ship-file0143	2531	ship
ship-file0144	2532	ship
ship-file0145	2533	ship
ship-file0146	2534	truck
ship-file0147	2535	ship
ship-file0148	2536	ship
ship-file0149	2537	truck
ship-file0150	2538	ship
ship-file0151	2539	ship
ship-file0152	2540	ship
ship-file0153	2541	truck
ship-file0154	2542	ship
ship-file0155	2543	airplane
ship-file0156	2544	car
ship-file0157	2545	ship
ship-file0158	2546	ship
ship-file0159	2547	ship
ship-file0160	2548	airplane
ship-file0161	2549	airplane
ship-file0162	2550	ship
ship-file0163	2551	ship
ship-file0164	2552	ship
ship-file0165	2553	ship
ship-file0166	2554	ship
ship-file0167	2555	ship
ship-file0168	2556	car
ship-file0169	2557	ship
ship-file0170	2558	ship
ship-file0171	2559	ship
ship-file0172	2560	bird
ship-file0173	2561	ship
ship-file0174	2562	ship
ship-file0175	2563	ship
ship-file0176	2564	dog
ship-file0177	2565	ship
ship-file0178	2566	ship
ship-file0179	2567	truck
ship-file0180	2568	airplane
ship-file0181	2569	ship
ship-file0182	2570	ship
ship-file0183	2571	ship
ship-file0184	2572	ship
ship-file0185	2573	ship
ship-file0186	2574	ship
ship-file0187	2575	ship
ship-file0188	2576	ship
ship-file0189	2577	ship
ship-file0190	2578	ship
ship-file0191	2579	truck
ship-file0192	2580	cat
ship-file0193	2581	ship
ship-file0194	2582	ship
ship-file0195	2583	ship
ship-file0196	2584	ship
ship-file0197	2585	ship
ship-file0198	2586	ship
ship-file0199	2587	truck
ship-file0200	2588	ship
ship-file0201	2589	ship
ship-file0202	2590	ship
ship-file0203	2591	truck
ship-file0204	2592	ship
ship-file0205	2593	ship
ship-file0206	2594	ship
ship-file0207	2595	ship
ship-file0208	2596	ship
ship-file0209	2597	truck
ship-file0210	2598	ship
ship-file0211	2599	ship
ship-file0212	2600	ship
ship-file0213	2601	ship
ship-file0214	2602	ship
ship-file0215	2603	ship
ship-file0216	2604	ship
ship-file0217	2605	ship
ship-file0218	2606	ship
ship-file0219	2607	ship
ship-file0220	2608	ship
ship-file0221	2609	ship
ship-file0222	2610	ship
ship-file0223	2611	ship
ship-file0224	2612	ship
ship-file0225	2613	ship
ship-file0226	2614	truck
ship-file0227	2615	truck
ship-file0228	2616	truck
ship-file0229	2617	ship
ship-file0230	2618	ship
ship-file0231	2619	ship
ship-file0232	2620	ship
ship-file0233	2621	ship
ship-file0234	2622	ship
ship-file0235	2623	ship
ship-file0236	2624	ship
ship-file0237	2625	airplane
ship-file0238	2626	ship
ship-file0239	2627	ship
ship-file0240	2628	ship
ship-file0241	2629	ship
ship-file0242	2630	ship
ship-file0243	2631	horse
ship-file0244	2632	ship
ship-file0245	2633	truck
ship-file0246	2634	ship
ship-file0247	2635	ship
ship-file0248	2636	truck
ship-file0249	2637	ship
ship-file0250	2638	cat
ship-file0251	2639	truck
ship-file0252	2640	ship
ship-file0253	2641	ship
ship-file0254	2642	ship
ship-file0255	2643	truck
ship-file0256	2644	ship
ship-file0257	2645	ship
ship-file0258	2646	truck
ship-file0259	2647	ship
ship-file0260	2648	truck
ship-file0261	2649	ship
ship-file0262	2650	ship
ship-file0263	2651	ship
ship-file0264	2652	ship
ship-file0265	2653	bird
ship-file0266	2654	ship
ship-file0267	2655	truck
ship-file0268	2656	truck
ship-file0269	2657	ship
ship-file0270	2658	ship
ship-file0271	2659	ship
ship-file0272	2660	ship
ship-file0273	2661	car
ship-file0274	2662	truck
ship-file0275	2663	ship
ship-file0276	2664	ship
ship-file0277	2665	car
ship-file0278	2666	cat
ship-file0279	2667	ship
ship-file0280	2668	ship
ship-file0281	2669	ship
ship-file0282	2670	ship
ship-file0283	2671	ship
ship-file0284	2672	ship
ship-file0285	2673	airplane
ship-file0286	2674	airplane
ship-file0287	2675	truck
ship-file0288	2676	ship
ship-file0289	2677	truck
ship-file0290	2678	ship
ship-file0291	2679	ship
ship-file0292	2680	ship
ship-file0293	2681	ship
ship-file0294	2682	ship
ship-file0295	2683	ship
ship-file0296	2684	ship
truck-file0000	2685	car
truck-file0001	2686	truck
truck-file0002	2687	car
truck-file0003	2688	truck
truck-file0004	2689	truck
truck-file0005	2690	truck
truck-file0006	2691	car
truck-file0007	2692	car
truck-file0008	2693	truck
truck-file0009	2694	truck
truck-file0010	2695	truck
truck-file0011	2696	truck
truck-file0012	2697	truck
truck-file0013	2698	truck
truck-file0014	2699	truck
truck-file0015	2700	truck
truck-file0016	2701	horse
truck-file0017	2702	ship
truck-file0018	2703	car
truck-file0019	2704	truck
truck-file0020	2705	car
truck-file0021	2706	truck
truck-file0022	2707	truck
truck-file0023	2708	car
truck-file0024	2709	car
truck-file0025	2710	truck
truck-file0026	2711	car
truck-file0027	2712	truck
truck-file0028	2713	car
truck-file0029	2714	truck
truck-file0030	2715	truck
truck-file0031	2716	truck
truck-file0032	2717	truck
truck-file0033	2718	truck
truck-file0034	2719	truck
truck-file0035	2720	truck
truck-file0036	2721	truck
truck-file0037	2722	truck
truck-file0038	2723	truck
truck-file0039	2724	truck
truck-file0040	2725	car
truck-file0041	2726	car
truck-file0042	2727	truck
truck-file0043	2728	truck
truck-file0044	2729	truck
truck-file0045	2730	truck
truck-file0046	2731	truck
truck-file0047	2732	truck
truck-file0048	2733	truck
truck-file0049	2734	car
truck-file0050	2735	truck
truck-file0051	2736	truck
truck-file0052	2737	car
truck-file0053	2738	truck
truck-file0054	2739	truck
truck-file0055	2740	truck
truck-file0056	2741	airplane
truck-file0057	2742	car
truck-file0058	2743	truck
truck-file0059	2744	ship
truck-file0060	2745	ship
truck-file0061	2746	car
truck-file0062	2747	car
truck-file0063	2748	truck
truck-file0064	2749	truck
truck-file0065	2750	truck
truck-file0066	2751	car
truck-file0067	2752	truck
truck-file0068	2753	car
truck-file0069	2754	car
truck-file0070	2755	car
truck-file0071	2756	car
truck-file0072	2757	truck
truck-file0073	2758	truck
truck-file0074	2759	truck
truck-file0075	2760	truck
truck-file0076	2761	truck
truck-file0077	2762	truck
truck-file0078	2763	ship
truck-file0079	2764	truck
truck-file0080	2765	truck
truck-file0081	2766	car
truck-file0082	2767	ship
truck-file0083	2768	truck
truck-file0084	2769	car
truck-file0085	2770	truck
truck-file0086	2771	car
truck-file0087	2772	truck
truck-file0088	2773	truck
truck-file0089	2774	truck
truck-file0090	2775	car
truck-file0091	2776	truck
truck-file0092	2777	truck
truck-file0093	2778	truck
truck-file0094	2779	truck
truck-file0095	2780	ship
truck-file0096	2781	ship
truck-file0097	2782	truck
truck-file0098	2783	truck
truck-file0099	2784	car
truck-file0100	2785	truck
truck-file0101	2786	truck
truck-file0102	2787	truck
truck-file0103	2788	car
truck-file0104	2789	truck
truck-file0105	2790	truck
truck-file0106	2791	truck
truck-file0107	2792	ship
truck-file0108	2793	car
truck-file0109	2794	ship
truck-file0110	2795	truck
truck-file0111	2796	truck
truck-file0112	2797	ship
truck-file0113	2798	truck
truck-file0114	2799	truck
truck-file0115	2800	truck
truck-file0116	2801	truck
truck-file0117	2802	car
truck-file0118	2803	truck
truck-file0119	2804	truck
truck-file0120	2805	horse
truck-file0121	2806	truck
truck-file0122	2807	ship
truck-file0123	2808	truck
truck-file0124	2809	truck
truck-file0125	2810	car
truck-file0126	2811	truck
truck-file0127	2812	truck
truck-file0128	2813	truck
truck-file0129	2814	truck
truck-file0130	2815	truck
truck-file0131	2816	truck
truck-file0132	2817	truck
truck-file0133	2818	truck
truck-file0134	2819	truck
truck-file0135	2820	car
truck-file0136	2821	truck
truck-file0137	2822	ship
truck-file0138	2823	truck
truck-file0139	2824	truck
truck-file0140	2825	car
truck-file0141	2826	truck
truck-file0142	2827	car
truck-file0143	2828	truck
truck-file0144	2829	truck
truck-file0145	2830	car
truck-file0146	2831	truck
truck-file0147	2832	truck
truck-file0148	2833	truck
truck-file0149	2834	truck
truck-file0150	2835	airplane
truck-file0151	2836	truck
truck-file0152	2837	truck
truck-file0153	2838	car
truck-file0154	2839	truck
truck-file0155	2840	car
truck-file0156	2841	truck
truck-file0157	2842	truck
truck-file0158	2843	car
truck-file0159	2844	truck
truck-file0160	2845	truck
truck-file0161	2846	ship
truck-file0162	2847	truck
truck-file0163	2848	truck
truck-file0164	2849	ship
truck-file0165	2850	car
truck-file0166	2851	truck
truck-file0167	2852	car
truck-file0168	2853	car
truck-file0169	2854	horse
truck-file0170	2855	truck
truck-file0171	2856	car
truck-file0172	2857	truck
truck-file0173	2858	truck
truck-file0174	2859	truck
truck-file0175	2860	truck
truck-file0176	2861	truck
truck-file0177	2862	ship
truck-file0178	2863	car
truck-file0179	2864	truck
truck-file0180	2865	truck
truck-file0181	2866	truck
truck-file0182	2867	truck
truck-file0183	2868	airplane
truck-file0184	2869	truck
truck-file0185	2870	car
truck-file0186	2871	car
truck-file0187	2872	car
truck-file0188	2873	truck
truck-file0189	2874	truck
truck-file0190	2875	truck
truck-file0191	2876	truck
truck-file0192	2877	truck
truck-file0193	2878	truck
truck-file0194	2879	truck
truck-file0195	2880	truck
truck-file0196	2881	truck
truck-file0197	2882	truck
truck-file0198	2883	truck
truck-file0199	2884	car
truck-file0200	2885	truck
truck-file0201	2886	truck
truck-file0202	2887	car
truck-file0203	2888	truck
truck-file0204	2889	truck
truck-file0205	2890	truck
truck-file0206	2891	truck
truck-file0207	2892	truck
truck-file0208	2893	truck
truck-file0209	2894	car
truck-file0210	2895	truck
truck-file0211	2896	truck
truck-file0212	2897	truck
truck-file0213	2898	truck
truck-file0214	2899	truck
truck-file0215	2900	truck
truck-file0216	2901	truck
truck-file0217	2902	truck
truck-file0218	2903	truck
truck-file0219	2904	truck
truck-file0220	2905	truck
truck-file0221	2906	truck
truck-file0222	2907	car
truck-file0223	2908	horse
truck-file0224	2909	truck
truck-file0225	2910	airplane
truck-file0226	2911	truck
truck-file0227	2912	ship
truck-file0228	2913	truck
truck-file0229	2914	deer
truck-file0230	2915	car
truck-file0231	2916	truck
truck-file0232	2917	car
truck-file0233	2918	truck
truck-file0234	2919	truck
truck-file0235	2920	truck
truck-file0236	2921	truck
truck-file0237	2922	truck
truck-file0238	2923	truck
truck-file0239	2924	car
truck-file0240	2925	truck
truck-file0241	2926	car
truck-file0242	2927	truck
truck-file0243	2928	truck
truck-file0244	2929	truck
truck-file0245	2930	truck
truck-file0246	2931	truck
truck-file0247	2932	car
truck-file0248	2933	truck
truck-file0249	2934	truck
truck-file0250	2935	truck
truck-file0251	2936	truck
truck-file0252	2937	monkey
truck-file0253	2938	cat
truck-file0254	2939	truck
truck-file0255	2940	truck
truck-file0256	2941	truck
truck-file0257	2942	truck
truck-file0258	2943	truck
truck-file0259	2944	truck
truck-file0260	2945	truck
truck-file0261	2946	truck
truck-file0262	2947	truck
truck-file0263	2948	truck
truck-file0264	2949	truck
truck-file0265	2950	truck
truck-file0266	2951	car
truck-file0267	2952	car
truck-file0268	2953	truck
truck-file0269	2954	ship
truck-file0270	2955	truck
truck-file0271	2956	truck
truck-file0272	2957	truck
truck-file0273	2958	truck
truck-file0274	2959	truck
truck-file0275	2960	car
truck-file0276	2961	truck
truck-file0277	2962	truck
truck-file0278	2963	cat
truck-file0279	2964	truck
truck-file0280	2965	truck
truck-file0281	2966	truck
truck-file0282	2967	car
truck-file0283	2968	truck
truck-file0284	2969	truck
truck-file0285	2970	truck
truck-file0286	2971	monkey
truck-file0287	2972	car
truck-file0288	2973	airplane
truck-file0289	2974	truck
truck-file0290	2975	truck
truck-file0291	2976	truck
truck-file0292	2977	truck
truck-file0293	2978	truck
truck-file0294	2979	truck
truck-file0295	2980	truck
truck-file0296	2981	truck
truck-file0297	2982	truck
truck-file0298	2983	truck
truck-file0299	2984	car
truck-file0300	2985	truck
truck-file0301	2986	car
truck-file0302	2987	truck
truck-file0303	2988	truck
truck-file0304	2989	truck
truck-file0305	2990	truck
truck-file0306	2991	truck
truck-file0307	2992	airplane
truck-file0308	2993	truck
truck-file0309	2994	truck
truck-file0310	2995	truck
truck-file0311	2996	dog
truck-file0312	2997	truck
truck-file0313	2998	truck
truck-file0314	2999	car
