uid	index	classes
monkey-file0100	2193	monkey
monkey-file0101	2194	horse
monkey-file0102	2195	deer
monkey-file0103	2196	deer
monkey-file0104	2197	monkey
monkey-file0105	2198	monkey
monkey-file0106	2199	ship
monkey-file0107	2200	monkey
monkey-file0108	2201	deer
monkey-file0109	2202	car
monkey-file0110	2203	deer
monkey-file0111	2204	car
monkey-file0112	2205	monkey
monkey-file0113	2206	monkey
monkey-file0114	2207	airplane
monkey-file0115	2208	ship
monkey-file0116	2209	car
monkey-file0117	2210	dog
monkey-file0118	2211	monkey
monkey-file0119	2212	deer
monkey-file0120	2213	ship
monkey-file0121	2214	car
monkey-file0122	2215	truck
monkey-file0123	2216	monkey
monkey-file0124	2217	ship
monkey-file0125	2218	monkey
monkey-file0126	2219	dog
monkey-file0127	2220	car
monkey-file0128	2221	airplane
monkey-file0129	2222	horse
monkey-file0130	2223	ship
monkey-file0131	2224	dog
monkey-file0132	2225	monkey
monkey-file0133	2226	ship
monkey-file0134	2227	cat
monkey-file0135	2228	truck
monkey-file0136	2229	cat
monkey-file0137	2230	car
monkey-file0138	2231	bird
monkey-file0139	2232	monkey
monkey-file0140	2233	bird
monkey-file0141	2234	car
monkey-file0142	2235	horse
monkey-file0143	2236	monkey
monkey-file0144	2237	cat
monkey-file0145	2238	truck
monkey-file0146	2239	monkey
monkey-file0147	2240	airplane
monkey-file0148	2241	dog
monkey-file0149	2242	dog
monkey-file0150	2243	car
monkey-file0151	2244	truck
monkey-file0152	2245	deer
monkey-file0153	2246	ship
monkey-file0154	2247	airplane
monkey-file0155	2248	monkey
monkey-file0156	2249	monkey
monkey-file0157	2250	horse
monkey-file0158	2251	ship
monkey-file0159	2252	airplane
monkey-file0160	2253	airplane
monkey-file0161	2254	horse
monkey-file0162	2255	monkey
monkey-file0163	2256	truck
monkey-file0164	2257	airplane
monkey-file0165	2258	car
monkey-file0166	2259	car
monkey-file0167	2260	horse
monkey-file0168	2261	dog
monkey-file0169	2262	airplane
monkey-file0170	2263	monkey
monkey-file0171	2264	airplane
monkey-file0172	2265	dog
monkey-file0173	2266	deer
monkey-file0174	2267	cat
monkey-file0175	2268	car
monkey-file0176	2269	horse
monkey-file0177	2270	deer
monkey-file0178	2271	airplane
monkey-file0179	2272	monkey
monkey-file0180	2273	monkey
monkey-file0181	2274	dog
monkey-file0182	2275	ship
monkey-file0183	2276	horse
monkey-file0184	2277	monkey
monkey-file0185	2278	airplane
monkey-file0186	2279	monkey
monkey-file0187	2280	truck
monkey-file0188	2281	truck
monkey-file0189	2282	car
monkey-file0190	2283	truck
monkey-file0191	2284	airplane
monkey-file0192	2285	monkey
monkey-file0193	2286	horse
monkey-file0194	2287	car
monkey-file0195	2288	cat
monkey-file0196	2289	horse
monkey-file0197	2290	car
monkey-file0198	2291	deer
monkey-file0199	2292	monkey
monkey-file0200	2293	monkey
monkey-file0201	2294	horse
monkey-file0202	2295	ship
monkey-file0203	2296	ship
monkey-file0204	2297	airplane
monkey-file0205	2298	horse
monkey-file0206	2299	monkey
monkey-file0207	2300	horse
monkey-file0208	2301	deer
monkey-file0209	2302	horse
monkey-file0210	2303	monkey
monkey-file0211	2304	airplane
monkey-file0212	2305	horse
monkey-file0213	2306	dog
monkey-file0214	2307	car
monkey-file0215	2308	deer
monkey-file0216	2309	cat
monkey-file0217	2310	horse
monkey-file0218	2311	ship
monkey-file0219	2312	monkey
monkey-file0220	2313	bird
monkey-file0221	2314	monkey
monkey-file0222	2315	airplane
monkey-file0223	2316	horse
monkey-file0224	2317	ship
monkey-file0225	2318	cat
monkey-file0226	2319	airplane
monkey-file0227	2320	airplane
monkey-file0228	2321	ship
monkey-file0229	2322	dog
monkey-file0230	2323	deer
monkey-file0231	2324	dog
monkey-file0232	2325	car
monkey-file0233	2326	bird
monkey-file0234	2327	car
monkey-file0235	2328	horse
monkey-file0236	2329	airplane
monkey-file0237	2330	truck
monkey-file0238	2331	dog
monkey-file0239	2332	truck
monkey-file0240	2333	airplane
monkey-file0241	2334	car
monkey-file0242	2335	monkey
monkey-file0243	2336	ship
monkey-file0244	2337	bird
monkey-file0245	2338	ship
monkey-file0246	2339	deer
monkey-file0247	2340	truck
monkey-file0248	2341	airplane
monkey-file0249	2342	bird
monkey-file0250	2343	deer
monkey-file0251	2344	airplane
monkey-file0252	2345	airplane
monkey-file0253	2346	dog
monkey-file0254	2347	car
monkey-file0255	2348	ship
monkey-file0256	2349	airplane
monkey-file0257	2350	truck
monkey-file0258	2351	airplane
monkey-file0259	2352	bird
monkey-file0260	2353	horse
monkey-file0261	2354	monkey
monkey-file0262	2355	bird
monkey-file0263	2356	cat
monkey-file0264	2357	monkey
monkey-file0265	2358	ship
monkey-file0266	2359	horse
monkey-file0267	2360	truck
monkey-file0268	2361	ship
monkey-file0269	2362	airplane
monkey-file0270	2363	car
monkey-file0271	2364	dog
monkey-file0272	2365	car
monkey-file0273	2366	monkey
monkey-file0274	2367	ship
monkey-file0275	2368	deer
monkey-file0276	2369	horse
monkey-file0277	2370	bird
monkey-file0278	2371	monkey
monkey-file0279	2372	horse
monkey-file0280	2373	cat
monkey-file0281	2374	monkey
monkey-file0282	2375	airplane
monkey-file0283	2376	bird
monkey-file0284	2377	monkey
monkey-file0285	2378	ship
monkey-file0286	2379	truck
monkey-file0287	2380	truck
monkey-file0288	2381	cat
monkey-file0289	2382	bird
monkey-file0290	2383	deer
monkey-file0291	2384	monkey
monkey-file0292	2385	monkey
monkey-file0293	2386	monkey
monkey-file0294	2387	monkey
ship-file0000	2388	horse
ship-file0001	2389	dog
ship-file0002	2390	monkey
ship-file0003	2391	cat
ship-file0004	2392	horse
ship-file0005	2393	cat
ship-file0006	2394	truck
ship-file0007	2395	horse
ship-file0008	2396	car
ship-file0009	2397	horse
ship-file0010	2398	ship
ship-file0011	2399	truck
ship-file0012	2400	airplane
ship-file0013	2401	monkey
ship-file0014	2402	deer
ship-file0015	2403	dog
ship-file0016	2404	dog
ship-file0017	2405	car
ship-file0018	2406	airplane
ship-file0019	2407	monkey
ship-file0020	2408	horse
ship-file0021	2409	cat
ship-file0022	2410	bird
ship-file0023	2411	ship
ship-file0024	2412	ship
ship-file0025	2413	deer
ship-file0026	2414	truck
ship-file0027	2415	truck
ship-file0028	2416	horse
ship-file0029	2417	airplane
ship-file0030	2418	ship
ship-file0031	2419	bird
ship-file0032	2420	car
ship-file0033	2421	truck
ship-file0034	2422	truck
ship-file0035	2423	horse
ship-file0036	2424	monkey
ship-file0037	2425	horse
ship-file0038	2426	airplane
ship-file0039	2427	cat
ship-file0040	2428	ship
ship-file0041	2429	monkey
ship-file0042	2430	monkey
ship-file0043	2431	deer
ship-file0044	2432	monkey
ship-file0045	2433	cat
ship-file0046	2434	monkey
ship-file0047	2435	monkey
ship-file0048	2436	truck
ship-file0049	2437	monkey
ship-file0050	2438	bird
ship-file0051	2439	monkey
ship-file0052	2440	horse
ship-file0053	2441	deer
ship-file0054	2442	ship
ship-file0055	2443	monkey
ship-file0056	2444	dog
ship-file0057	2445	horse
ship-file0058	2446	monkey
ship-file0059	2447	ship
ship-file0060	2448	car
ship-file0061	2449	ship
ship-file0062	2450	truck
ship-file0063	2451	monkey
ship-file0064	2452	car
ship-file0065	2453	truck
ship-file0066	2454	monkey
ship-file0067	2455	monkey
ship-file0068	2456	monkey
ship-file0069	2457	horse
ship-file0070	2458	horse
ship-file0071	2459	ship
ship-file0072	2460	truck
ship-file0073	2461	monkey
ship-file0074	2462	monkey
ship-file0075	2463	monkey
ship-file0076	2464	cat
ship-file0077	2465	horse
ship-file0078	2466	bird
ship-file0079	2467	monkey
ship-file0080	2468	horse
ship-file0081	2469	car
ship-file0082	2470	cat
ship-file0083	2471	truck
ship-file0084	2472	ship
ship-file0085	2473	cat
ship-file0086	2474	deer
ship-file0087	2475	horse
ship-file0088	2476	dog
ship-file0089	2477	monkey
ship-file0090	2478	truck
ship-file0091	2479	truck
ship-file0092	2480	ship
ship-file0093	2481	car
ship-file0094	2482	truck
ship-file0095	2483	car
ship-file0096	2484	airplane
ship-file0097	2485	horse
ship-file0098	2486	airplane
ship-file0099	2487	horse
ship-file0100	2488	monkey
ship-file0101	2489	car
ship-file0102	2490	horse
ship-file0103	2491	monkey
ship-file0104	2492	monkey
ship-file0105	2493	ship
ship-file0106	2494	ship
ship-file0107	2495	deer
ship-file0108	2496	monkey
ship-file0109	2497	horse
ship-file0110	2498	dog
ship-file0111	2499	monkey
ship-file0112	2500	car
ship-file0113	2501	horse
ship-file0114	2502	monkey
ship-file0115	2503	monkey
ship-file0116	2504	cat
ship-file0117	2505	airplane
ship-file0118	2506	airplane
ship-file0119	2507	dog
ship-file0120	2508	monkey
ship-file0121	2509	cat
ship-file0122	2510	deer
ship-file0123	2511	deer
ship-file0124	2512	dog
ship-file0125	2513	horse
ship-file0126	2514	airplane
ship-file0127	2515	monkey
ship-file0128	2516	monkey
ship-file0129	2517	car
ship-file0130	2518	ship
ship-file0131	2519	truck
ship-file0132	2520	airplane
ship-file0133	2521	monkey
ship-file0134	2522	dog
ship-file0135	2523	airplane
ship-file0136	2524	deer
ship-file0137	2525	bird
ship-file0138	2526	bird
ship-file0139	2527	monkey
ship-file0140	2528	airplane
ship-file0141	2529	horse
ship-file0142	2530	monkey
ship-file0143	2531	ship
ship-file0144	2532	dog
ship-file0145	2533	ship
ship-file0146	2534	airplane
ship-file0147	2535	airplane
ship-file0148	2536	airplane
ship-file0149	2537	cat
ship-file0150	2538	horse
ship-file0151	2539	monkey
ship-file0152	2540	airplane
ship-file0153	2541	truck
ship-file0154	2542	monkey
ship-file0155	2543	car
ship-file0156	2544	monkey
ship-file0157	2545	bird
ship-file0158	2546	car
ship-file0159	2547	deer
ship-file0160	2548	monkey
ship-file0161	2549	car
ship-file0162	2550	deer
ship-file0163	2551	horse
ship-file0164	2552	dog
ship-file0165	2553	monkey
ship-file0166	2554	ship
ship-file0167	2555	ship
ship-file0168	2556	car
ship-file0169	2557	car
ship-file0170	2558	car
ship-file0171	2559	deer
ship-file0172	2560	monkey
ship-file0173	2561	ship
ship-file0174	2562	dog
ship-file0175	2563	truck
ship-file0176	2564	cat
ship-file0177	2565	monkey
ship-file0178	2566	dog
ship-file0179	2567	monkey
ship-file0180	2568	airplane
ship-file0181	2569	truck
ship-file0182	2570	airplane
ship-file0183	2571	airplane
ship-file0184	2572	dog
ship-file0185	2573	ship
ship-file0186	2574	car
ship-file0187	2575	airplane
ship-file0188	2576	car
ship-file0189	2577	truck
ship-file0190	2578	cat
ship-file0191	2579	deer
ship-file0192	2580	monkey
ship-file0193	2581	monkey
ship-file0194	2582	horse
ship-file0195	2583	car
ship-file0196	2584	cat
ship-file0197	2585	monkey
ship-file0198	2586	ship
ship-file0199	2587	monkey
ship-file0200	2588	monkey
ship-file0201	2589	deer
ship-file0202	2590	airplane
ship-file0203	2591	ship
ship-file0204	2592	car
ship-file0205	2593	monkey
ship-file0206	2594	monkey
ship-file0207	2595	monkey
ship-file0208	2596	deer
ship-file0209	2597	ship
ship-file0210	2598	car
ship-file0211	2599	deer
ship-file0212	2600	deer
ship-file0213	2601	truck
ship-file0214	2602	cat
ship-file0215	2603	horse
ship-file0216	2604	monkey
ship-file0217	2605	truck
ship-file0218	2606	car
ship-file0219	2607	monkey
ship-file0220	2608	monkey
ship-file0221	2609	deer
ship-file0222	2610	bird
ship-file0223	2611	monkey
ship-file0224	2612	deer
ship-file0225	2613	monkey
ship-file0226	2614	deer
ship-file0227	2615	monkey
ship-file0228	2616	cat
ship-file0229	2617	horse
ship-file0230	2618	horse
ship-file0231	2619	monkey
ship-file0232	2620	monkey
ship-file0233	2621	bird
ship-file0234	2622	airplane
ship-file0235	2623	monkey
ship-file0236	2624	dog
ship-file0237	2625	monkey
ship-file0238	2626	ship
ship-file0239	2627	monkey
ship-file0240	2628	truck
ship-file0241	2629	horse
ship-file0242	2630	cat
ship-file0243	2631	cat
ship-file0244	2632	cat
ship-file0245	2633	bird
ship-file0246	2634	bird
ship-file0247	2635	airplane
ship-file0248	2636	deer
ship-file0249	2637	ship
ship-file0250	2638	airplane
ship-file0251	2639	truck
ship-file0252	2640	monkey
ship-file0253	2641	cat
ship-file0254	2642	monkey
ship-file0255	2643	car
ship-file0256	2644	bird
ship-file0257	2645	bird
ship-file0258	2646	monkey
ship-file0259	2647	monkey
ship-file0260	2648	ship
ship-file0261	2649	horse
ship-file0262	2650	ship
ship-file0263	2651	car
ship-file0264	2652	monkey
ship-file0265	2653	deer
ship-file0266	2654	airplane
ship-file0267	2655	horse
ship-file0268	2656	deer
ship-file0269	2657	monkey
ship-file0270	2658	ship
ship-file0271	2659	horse
ship-file0272	2660	ship
ship-file0273	2661	monkey
ship-file0274	2662	ship
ship-file0275	2663	ship
ship-file0276	2664	monkey
ship-file0277	2665	truck
ship-file0278	2666	monkey
ship-file0279	2667	horse
ship-file0280	2668	monkey
ship-file0281	2669	truck
ship-file0282	2670	monkey
ship-file0283	2671	bird
ship-file0284	2672	ship
ship-file0285	2673	car
ship-file0286	2674	car
ship-file0287	2675	car
ship-file0288	2676	ship
ship-file0289	2677	monkey
ship-file0290	2678	bird
ship-file0291	2679	car
ship-file0292	2680	airplane
ship-file0293	2681	bird
ship-file0294	2682	monkey
ship-file0295	2683	ship
ship-file0296	2684	airplane
truck-file0000	2685	dog
truck-file0001	2686	monkey
truck-file0002	2687	airplane
truck-file0003	2688	dog
truck-file0004	2689	dog
truck-file0005	2690	monkey
truck-file0006	2691	cat
truck-file0007	2692	ship
truck-file0008	2693	monkey
truck-file0009	2694	monkey
truck-file0010	2695	airplane
truck-file0011	2696	airplane
truck-file0012	2697	monkey
truck-file0013	2698	airplane
truck-file0014	2699	truck
truck-file0015	2700	horse
truck-file0016	2701	ship
truck-file0017	2702	horse
truck-file0018	2703	ship
truck-file0019	2704	horse
truck-file0020	2705	airplane
truck-file0021	2706	airplane
truck-file0022	2707	horse
truck-file0023	2708	ship
truck-file0024	2709	monkey
truck-file0025	2710	ship
truck-file0026	2711	car
truck-file0027	2712	horse
truck-file0028	2713	monkey
truck-file0029	2714	airplane
truck-file0030	2715	deer
truck-file0031	2716	airplane
truck-file0032	2717	car
truck-file0033	2718	monkey
truck-file0034	2719	ship
truck-file0035	2720	cat
truck-file0036	2721	truck
truck-file0037	2722	bird
truck-file0038	2723	horse
truck-file0039	2724	dog
truck-file0040	2725	ship
truck-file0041	2726	airplane
truck-file0042	2727	monkey
truck-file0043	2728	ship
truck-file0044	2729	horse
truck-file0045	2730	deer
truck-file0046	2731	truck
truck-file0047	2732	monkey
truck-file0048	2733	monkey
truck-file0049	2734	monkey
truck-file0050	2735	monkey
truck-file0051	2736	deer
truck-file0052	2737	car
truck-file0053	2738	horse
truck-file0054	2739	ship
truck-file0055	2740	dog
truck-file0056	2741	truck
truck-file0057	2742	deer
truck-file0058	2743	car
truck-file0059	2744	airplane
truck-file0060	2745	cat
truck-file0061	2746	monkey
truck-file0062	2747	monkey
truck-file0063	2748	ship
truck-file0064	2749	deer
truck-file0065	2750	deer
truck-file0066	2751	horse
truck-file0067	2752	monkey
truck-file0068	2753	truck
truck-file0069	2754	horse
truck-file0070	2755	car
truck-file0071	2756	deer
truck-file0072	2757	bird
truck-file0073	2758	monkey
truck-file0074	2759	deer
truck-file0075	2760	car
truck-file0076	2761	cat
truck-file0077	2762	ship
truck-file0078	2763	airplane
truck-file0079	2764	horse
truck-file0080	2765	horse
truck-file0081	2766	deer
truck-file0082	2767	airplane
truck-file0083	2768	car
truck-file0084	2769	car
truck-file0085	2770	dog
truck-file0086	2771	deer
truck-file0087	2772	car
truck-file0088	2773	ship
truck-file0089	2774	deer
truck-file0090	2775	ship
truck-file0091	2776	monkey
truck-file0092	2777	horse
truck-file0093	2778	cat
truck-file0094	2779	truck
truck-file0095	2780	horse
truck-file0096	2781	ship
truck-file0097	2782	dog
truck-file0098	2783	monkey
truck-file0099	2784	ship
truck-file0100	2785	truck
truck-file0101	2786	dog
truck-file0102	2787	dog
truck-file0103	2788	ship
truck-file0104	2789	monkey
truck-file0105	2790	airplane
truck-file0106	2791	horse
truck-file0107	2792	ship
truck-file0108	2793	car
truck-file0109	2794	airplane
truck-file0110	2795	cat
truck-file0111	2796	cat
truck-file0112	2797	horse
truck-file0113	2798	monkey
truck-file0114	2799	truck
truck-file0115	2800	horse
truck-file0116	2801	car
truck-file0117	2802	truck
truck-file0118	2803	horse
truck-file0119	2804	monkey
truck-file0120	2805	ship
truck-file0121	2806	monkey
truck-file0122	2807	monkey
truck-file0123	2808	ship
truck-file0124	2809	cat
truck-file0125	2810	monkey
truck-file0126	2811	horse
truck-file0127	2812	car
truck-file0128	2813	deer
truck-file0129	2814	dog
truck-file0130	2815	monkey
truck-file0131	2816	monkey
truck-file0132	2817	ship
truck-file0133	2818	ship
truck-file0134	2819	cat
truck-file0135	2820	dog
truck-file0136	2821	monkey
truck-file0137	2822	cat
truck-file0138	2823	car
truck-file0139	2824	cat
truck-file0140	2825	deer
truck-file0141	2826	ship
truck-file0142	2827	airplane
truck-file0143	2828	car
truck-file0144	2829	truck
truck-file0145	2830	horse
truck-file0146	2831	airplane
truck-file0147	2832	horse
truck-file0148	2833	truck
truck-file0149	2834	deer
truck-file0150	2835	truck
truck-file0151	2836	truck
truck-file0152	2837	bird
truck-file0153	2838	monkey
truck-file0154	2839	ship
truck-file0155	2840	ship
truck-file0156	2841	cat
truck-file0157	2842	ship
truck-file0158	2843	car
truck-file0159	2844	car
truck-file0160	2845	truck
truck-file0161	2846	horse
truck-file0162	2847	monkey
truck-file0163	2848	cat
truck-file0164	2849	horse
truck-file0165	2850	cat
truck-file0166	2851	car
truck-file0167	2852	deer
truck-file0168	2853	airplane
truck-file0169	2854	monkey
truck-file0170	2855	cat
truck-file0171	2856	monkey
truck-file0172	2857	dog
truck-file0173	2858	monkey
truck-file0174	2859	truck
truck-file0175	2860	deer
truck-file0176	2861	bird
truck-file0177	2862	truck
truck-file0178	2863	bird
truck-file0179	2864	horse
truck-file0180	2865	ship
truck-file0181	2866	deer
truck-file0182	2867	truck
truck-file0183	2868	dog
truck-file0184	2869	ship
truck-file0185	2870	ship
truck-file0186	2871	cat
truck-file0187	2872	horse
truck-file0188	2873	airplane
truck-file0189	2874	monkey
truck-file0190	2875	ship
truck-file0191	2876	airplane
truck-file0192	2877	monkey
truck-file0193	2878	monkey
truck-file0194	2879	airplane
truck-file0195	2880	airplane
truck-file0196	2881	monkey
truck-file0197	2882	deer
truck-file0198	2883	horse
truck-file0199	2884	monkey
truck-file0200	2885	bird
truck-file0201	2886	monkey
truck-file0202	2887	truck
truck-file0203	2888	car
truck-file0204	2889	deer
truck-file0205	2890	cat
truck-file0206	2891	car
truck-file0207	2892	monkey
truck-file0208	2893	monkey
truck-file0209	2894	horse
truck-file0210	2895	airplane
truck-file0211	2896	cat
truck-file0212	2897	car
truck-file0213	2898	cat
truck-file0214	2899	monkey
truck-file0215	2900	airplane
truck-file0216	2901	ship
truck-file0217	2902	bird
truck-file0218	2903	monkey
truck-file0219	2904	monkey
truck-file0220	2905	truck
truck-file0221	2906	horse
truck-file0222	2907	dog
truck-file0223	2908	car
truck-file0224	2909	bird
truck-file0225	2910	deer
truck-file0226	2911	ship
truck-file0227	2912	ship
truck-file0228	2913	monkey
truck-file0229	2914	airplane
truck-file0230	2915	deer
truck-file0231	2916	airplane
truck-file0232	2917	cat
truck-file0233	2918	cat
truck-file0234	2919	monkey
truck-file0235	2920	deer
truck-file0236	2921	monkey
truck-file0237	2922	truck
truck-file0238	2923	airplane
truck-file0239	2924	car
truck-file0240	2925	deer
truck-file0241	2926	deer
truck-file0242	2927	truck
truck-file0243	2928	car
truck-file0244	2929	horse
truck-file0245	2930	monkey
truck-file0246	2931	ship
truck-file0247	2932	cat
truck-file0248	2933	cat
truck-file0249	2934	ship
truck-file0250	2935	monkey
truck-file0251	2936	airplane
truck-file0252	2937	dog
truck-file0253	2938	monkey
truck-file0254	2939	ship
truck-file0255	2940	deer
truck-file0256	2941	horse
truck-file0257	2942	horse
truck-file0258	2943	monkey
truck-file0259	2944	airplane
truck-file0260	2945	truck
truck-file0261	2946	deer
truck-file0262	2947	deer
truck-file0263	2948	airplane
truck-file0264	2949	bird
truck-file0265	2950	dog
truck-file0266	2951	monkey
truck-file0267	2952	airplane
truck-file0268	2953	car
truck-file0269	2954	truck
truck-file0270	2955	ship
truck-file0271	2956	cat
truck-file0272	2957	car
truck-file0273	2958	car
truck-file0274	2959	dog
truck-file0275	2960	ship
truck-file0276	2961	airplane
truck-file0277	2962	horse
truck-file0278	2963	airplane
truck-file0279	2964	ship
truck-file0280	2965	bird
truck-file0281	2966	deer
truck-file0282	2967	car
truck-file0283	2968	ship
truck-file0284	2969	horse
truck-file0285	2970	monkey
truck-file0286	2971	ship
truck-file0287	2972	cat
truck-file0288	2973	car
truck-file0289	2974	cat
truck-file0290	2975	cat
truck-file0291	2976	ship
truck-file0292	2977	cat
truck-file0293	2978	car
truck-file0294	2979	monkey
truck-file0295	2980	horse
truck-file0296	2981	airplane
truck-file0297	2982	car
truck-file0298	2983	bird
truck-file0299	2984	deer
truck-file0300	2985	monkey
truck-file0301	2986	airplane
truck-file0302	2987	monkey
truck-file0303	2988	ship
truck-file0304	2989	cat
truck-file0305	2990	airplane
truck-file0306	2991	monkey
truck-file0307	2992	truck
truck-file0308	2993	monkey
truck-file0309	2994	car
truck-file0310	2995	monkey
truck-file0311	2996	monkey
truck-file0312	2997	car
truck-file0313	2998	monkey
truck-file0314	2999	car
